罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
窃盗,部品ねらい,南,永田,141054,神奈川県,横浜市南区,永田東３丁目,2022-05-08,13,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,南,浦舟町,141054,神奈川県,横浜市南区,永楽町１丁目,2022-02-11,05,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,浦舟町,141054,神奈川県,横浜市南区,真金町１丁目,2022-08-21,16,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,浦舟町,141054,神奈川県,横浜市南区,万世町１丁目,不明,不明,道路上,その他,ナンバープレート
窃盗,部品ねらい,南,通町,141054,神奈川県,横浜市南区,大岡１丁目,2022-10-01,15,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南,通町,141054,神奈川県,横浜市南区,宮元町１丁目,2020-08-30,不明,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート
窃盗,部品ねらい,南,通町,141054,神奈川県,横浜市南区,若宮町２丁目,2022-10-07,19,道路上,その他,その他
窃盗,部品ねらい,大和,つきみ野駅前,142131,神奈川県,大和市,下鶴間,2022-02-06,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,つきみ野駅前,142131,神奈川県,大和市,下鶴間,2022-08-02,19,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,大和,上土棚,142182,神奈川県,綾瀬市,上土棚北３丁目,2022-02-16,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,上土棚,142182,神奈川県,綾瀬市,上土棚中４丁目,2022-03-19,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,下鶴間,142131,神奈川県,大和市,下鶴間,2022-02-12,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,下鶴間,142131,神奈川県,大和市,下鶴間,2022-05-02,13,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,下鶴間,142131,神奈川県,大和市,下鶴間,2022-12-13,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,中央林間,142131,神奈川県,大和市,中央林間１丁目,2022-12-03,21,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,中央林間,142131,神奈川県,大和市,中央林間６丁目,2022-08-29,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,中央林間,142131,神奈川県,大和市,中央林間西１丁目,2022-12-20,05,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,南林間駅前,142131,神奈川県,大和市,南林間７丁目,2022-11-01,14,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,大和駅前,142131,神奈川県,大和市,深見,2022-06-04,18,その他,駐車（輪）場,その他
窃盗,部品ねらい,大和,大和駅前,142131,神奈川県,大和市,深見台１丁目,2022-12-03,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,大和駅前,142131,神奈川県,大和市,深見台４丁目,2022-12-04,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,大和,大和駅前,142131,神奈川県,大和市,大和東３丁目,2022-10-29,19,道路上,その他,その他
窃盗,部品ねらい,大和,寺尾,142182,神奈川県,綾瀬市,寺尾中１丁目,2021-12-24,07,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,寺尾,142182,神奈川県,綾瀬市,寺尾中１丁目,2022-03-30,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,大和,桜ヶ丘,142131,神奈川県,大和市,上和田,2022-07-18,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,桜ヶ丘,142131,神奈川県,大和市,柳橋２丁目,2022-07-10,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,大和,深谷,142182,神奈川県,綾瀬市,深谷中１丁目,2022-01-20,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,深谷,142182,神奈川県,綾瀬市,深谷中５丁目,2022-09-24,09,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,深谷,142182,神奈川県,綾瀬市,深谷中５丁目,2022-10-30,13,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,深谷,142182,神奈川県,綾瀬市,深谷上４丁目,2022-03-26,23,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,相模大塚駅前,142182,神奈川県,綾瀬市,大上９丁目,2022-11-17,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,相模大塚駅前,142182,神奈川県,綾瀬市,大上９丁目,2022-11-19,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,相模大塚駅前,142182,神奈川県,綾瀬市,蓼川１丁目,2022-03-31,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,福田,142131,神奈川県,大和市,上和田,不明,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,福田,142131,神奈川県,大和市,下和田,2021-10-15,21,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,福田,142131,神奈川県,大和市,下和田,2022-01-28,14,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,大和,福田,142131,神奈川県,大和市,福田,2022-04-23,16,一戸建住宅,その他,その他
窃盗,部品ねらい,大和,福田,142131,神奈川県,大和市,福田,2022-12-18,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,福田,142131,神奈川県,大和市,渋谷７丁目,2022-09-16,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,大和,綾瀬地区,142182,神奈川県,綾瀬市,早川,2022-10-29,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,綾瀬地区,142182,神奈川県,綾瀬市,早川,2022-12-03,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,綾瀬地区,142182,神奈川県,綾瀬市,吉岡,2022-09-01,21,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,大和,綾瀬地区,142182,神奈川県,綾瀬市,吉岡,2022-09-07,17,その他,その他,その他
窃盗,部品ねらい,大和,綾瀬地区,142182,神奈川県,綾瀬市,吉岡東４丁目,2022-12-20,22,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,下鶴間,2022-07-26,22,その他,駐車（輪）場,その他
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,下鶴間２丁目,不明,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,鶴間２丁目,2022-09-12,10,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,西鶴間１丁目,2022-11-26,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,西鶴間３丁目,2022-03-11,17,一戸建住宅,その他,タイヤ・ホイール
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,西鶴間６丁目,2022-04-08,15,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,大和,鶴間駅前,142131,神奈川県,大和市,深見,2022-01-16,22,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,いずみ野駅前,141160,神奈川県,横浜市泉区,和泉町,2022-04-01,00,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,いずみ野駅前,141160,神奈川県,横浜市泉区,和泉町,2022-05-11,13,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,泉,いずみ野駅前,141160,神奈川県,横浜市泉区,和泉町,2022-11-22,11,その他,駐車（輪）場,その他
窃盗,部品ねらい,泉,いずみ野駅前,141160,神奈川県,横浜市泉区,上飯田町,2022-06-10,12,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2022-02-21,20,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2022-03-03,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2022-05-03,20,その他,駐車（輪）場,その他
窃盗,部品ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2022-11-10,07,その他,その他,ナンバープレート
窃盗,部品ねらい,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2022-12-26,20,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,泉,中田,141160,神奈川県,横浜市泉区,白百合１丁目,2022-04-22,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,中田,141160,神奈川県,横浜市泉区,中田西４丁目,2022-08-21,22,駐車（輪）場,駐車（輪）場,なし
窃盗,部品ねらい,泉,和泉,141160,神奈川県,横浜市泉区,和泉町,2022-11-12,18,道路上,その他,ナンバープレート
窃盗,部品ねらい,泉,和泉,141160,神奈川県,横浜市泉区,和泉中央南４丁目,2022-09-22,15,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,泉,和泉,141160,神奈川県,横浜市泉区,和泉中央北１丁目,2022-06-16,01,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,泉,和泉,141160,神奈川県,横浜市泉区,和泉中央北３丁目,不明,不明,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,泉,和泉,141160,神奈川県,横浜市泉区,和泉中央北５丁目,2022-04-24,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,泉,弥生台駅前,141160,神奈川県,横浜市泉区,新橋町,2022-05-02,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,弥生台駅前,141160,神奈川県,横浜市泉区,弥生台,2022-04-02,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,弥生台駅前,141160,神奈川県,横浜市泉区,弥生台,2022-04-03,00,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,弥生台駅前,141160,神奈川県,横浜市泉区,弥生台,2022-12-26,20,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,泉,弥生台駅前,141160,神奈川県,横浜市泉区,領家３丁目,2022-12-26,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,泉,緑園都市駅前,141160,神奈川県,横浜市泉区,岡津町,2022-04-03,16,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,上矢部町,2022-02-04,21,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,上矢部町,2022-03-01,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,上矢部町,2022-04-25,08,その他,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,上矢部町,2022-07-05,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,名瀬町,2022-02-01,22,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,名瀬町,2022-04-03,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,名瀬町,2022-04-21,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,名瀬町,2022-06-16,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,名瀬町,2022-09-17,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,名瀬町,2022-09-27,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,名瀬町,2022-10-06,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,下倉田,141101,神奈川県,横浜市戸塚区,下倉田町,2022-02-09,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,下倉田,141101,神奈川県,横浜市戸塚区,南舞岡２丁目,2022-05-15,22,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,小雀町,2022-04-23,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,なし
窃盗,部品ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,小雀町,2022-05-14,16,駐車（輪）場,駐車（輪）場,なし
窃盗,部品ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,小雀町,2022-05-17,17,駐車（輪）場,駐車（輪）場,なし
窃盗,部品ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,戸塚町,2022-03-29,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,俣野町,2022-04-27,07,その他,その他,タイヤ・ホイール
窃盗,部品ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,俣野町,2022-07-16,12,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,俣野町,2022-09-03,18,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,原宿１丁目,2022-06-29,21,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,原宿２丁目,2022-03-08,04,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,原宿４丁目,2022-03-18,20,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,戸塚,原宿,141101,神奈川県,横浜市戸塚区,原宿５丁目,2022-12-01,18,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸町,2022-12-11,05,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸１丁目,2022-10-23,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸４丁目,2022-02-08,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸５丁目,2022-01-17,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,戸塚駅東口,141101,神奈川県,横浜市戸塚区,下倉田町,2022-05-14,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,戸塚駅東口,141101,神奈川県,横浜市戸塚区,吉田町,2022-12-02,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2021-12-20,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,矢部町,2022-03-30,17,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,川上町,2020-10-29,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,川上町,2022-08-11,06,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,川上町,2022-08-19,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,川上町,2022-10-07,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,川上町,2022-10-18,11,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,品濃町,2022-04-28,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,品濃町,2022-12-09,07,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,柏尾,141101,神奈川県,横浜市戸塚区,上柏尾町,2022-09-26,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,柏尾,141101,神奈川県,横浜市戸塚区,名瀬町,2022-01-29,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,柏尾,141101,神奈川県,横浜市戸塚区,前田町,2022-02-17,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,柏尾,141101,神奈川県,横浜市戸塚区,前田町,2022-04-25,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,柏尾,141101,神奈川県,横浜市戸塚区,前田町,2022-11-18,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,柏尾,141101,神奈川県,横浜市戸塚区,前田町,2022-11-20,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,深谷,141101,神奈川県,横浜市戸塚区,汲沢町,2022-01-13,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸塚,深谷,141101,神奈川県,横浜市戸塚区,深谷町,2022-05-28,09,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,深谷,141101,神奈川県,横浜市戸塚区,深谷町,2022-09-19,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,舞岡,141101,神奈川県,横浜市戸塚区,舞岡町,2022-11-28,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,舞岡,141101,神奈川県,横浜市戸塚区,舞岡町,2022-12-01,22,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,戸塚,踊場,141101,神奈川県,横浜市戸塚区,汲沢８丁目,2022-03-18,23,一戸建住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,上白根町,2022-12-18,23,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,上白根１丁目,2022-11-16,18,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,中白根２丁目,2022-10-04,16,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,旭,上川井,141127,神奈川県,横浜市旭区,上川井町,2022-12-10,18,駐車（輪）場,駐車（輪）場,ナンバープレート
